Anime,Director
Marron Ball,Soshiki Hakase
Tonari no 801-chan R, Yutaka Yamamoto
Calm,Ryu Kato
Juusoukikou Dancougar Nova, Masami Obari
Juusoukikou Dancougar Nova, Kazuko Tadano
Great Dangaioh, Toshihiro Hirano
Love & Gift: Nostalgic Happiness,Yuutarou Kubo
Guardian Hearts, Yasuhiro Kuroda
"Shachibato! President, It’s Time for Battle!", Hiroki Ikeshita
Ai City, Kouichi Mashimo
Extra,Kouji Morimoto
Minarai Diva, Kotaro Ishidate
Adachin, Jun Aoki
Hyper Doll, Makoto Moriwaki
D.I.C.E., Jun Kamiya
Kaijuu Girls, Minoru Ashina
Sei Michaela Gakuen Hyouryuuki II, Yorifusa Yamaguchi
Lesson XX, Rin Hiroo
Butlers x Battlers, Ken Takahashi
Kotatsu Neko (Web), Jun Aoki
Pugyuru, Hajime Kurihara
Topo Gigio, Noboru Ishiguro
Topo Gigio, Shigeo Koshi
Amai Choubatsu - Watashi wa Kanshu Sen'you Pet, Mitsutaka Noshitani
OOIOO: SOL,Shoji Goto
The Hard: Bounty Hunter, Shunji Ooga
Meiko Haigo: Dore Dore no Uta,Osamu Tanabe
Bottom Biting Bug 4, Masayuki Kojima
Cosmo Police Justy, Motosuke Takahashi
Akuma no Kairozu,Takashi Itou
Shin Tenchi Souzou,Sadao Tsukioka
Coffee Break,Taku Furukawa
Kuma ni Kuwarenu Otoko,Noburo Ofuji
Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou, Hidetoshi Oomori
100% Pascal-sensei (2017), You Miura
Otona nya Koi no Shikata ga Wakaranee!, Hiroyuki Furukawa
Yuki no Taiyou Pilot,Hayao Miyazaki
Kana Uemura: Toilet no Kamisama,Daisuke Hashimoto
Majin Bone, Konousuke Uda
Twinkle Heart: Gingakei Made Todokanai, Seiji Okuda
Sound & Fury, Takanobu Mizuno
Sound & Fury, Kouji Morimoto
Sound & Fury, Masaru Matsumoto
Sound & Fury, Henry Thurlow
Sound & Fury, Elsa Nakamichi
Sound & Fury, Hajime Sasaki
Sound & Fury, Michael Arias
Gokujou!! Mecha Mote Iinchou, Harume Kosaka
D_Cide Traumerei the Animation, Yoshikazu Kon
G-On Riders, Shinichirou Kimura
Around,Ryu Kato
"KATE: Ayanami Rei, Hajimete no Kuchibeni", Mai Yoneyama
Amazing Stranger, Keitarou Motonaga
Capricorn, Takashi Imanishi
Dangaizer 3, Masami Obari
Hana no Zundamaru, Akitarou Daichi
3D Magical Play, Hiroki Hayashi
WAAAH,Sawako Kabuki
Propagate,Shigeji Ogino
Hachioji-P: GAME OVER, Wakamurap
Oz, Katsuhisa Yamada
Bloodivores, Masashi Nakamura
Your Gay Thoughts: To Disappear,Densuke28
Full Moon Party,Kousuke Sugimoto
Pacusi, Koji Yamamura
Speed,Taku Furukawa
Princess Minerva, Yoshihiro Yamaguchi
Shuten Doji, Junji Nishimura
Shuten Doji, Jun Kawagoe
Shuten Doji, Masatomo Sudou
Ape Escape, Nobuyoshi Habara
Ladius, Hiroshi Negishi
Dances with the Dragons, Hirokazu Hanai
Hatoya, Ryou Inoue
Kakegae no, Rapparu
Knights of the Zodiac: Saint Seiya, Yoshiharu Ashino
Scoopers, Hideo Watanabe
KochinPa! Dainiki, Souta Sugahara
God Eater Rezo Nantoka Gekijou Episode 0, Parako Shinohara
Prayers, Yuusaku Saotome
Octopus' Inconvenience, Uruma Delvi
Kasho no Tsuki, Mamoru Hamatsu
Koi Koi Seven, Yoshitaka Fujimoto
Hachioji-P: Fake Doll, Wakamurap
Planet: Valkyrie,Ei Aoki
Adachin Shows Up!, Jun Aoki
Cerberus, Nobuhiro Kondou
Pankis! 2-jigen, Barako Shinohara
Pankis! 2-jigen, Parako Shinohara
Abstract feat. Alkama,Tochka
Miyuki-chan in Wonderland, Kiyoko Sayama
Miyuki-chan in Wonderland, Mamoru Hamatsu
Knights of Ramune, Yoshitaka Fujimoto
Handsome Kenya: Mushi no Tameiki,Kousuke Sugimoto
Huckleberry Finn Monogatari, Norio Kashima
People In The Box: Old City Ward,Ryu Kato
Shadowverse, Keiichirou Kawaguchi
Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?, Yoshiaki Iwasaki
Space Travelers, Takashi Ui
Moonrakers, Noriyuki Abe
DECO*27: Mono Poisoner,Yuma Saito
Magical Girl Lyrical Nanoha: Lyrical Toy Box, Akiyuki Simbo
Capsule Samurai,Uruma Delvi
Kokoro no Chikara,Noburo Ofuji
About the Girl, Saya Fukase
Miss Bernard said., Hisayoshi Hirasawa
Ninjas: Soccer,Densuke28
Agukaru: Agriculture Angel Baraki, Minoru Ashina
Linda: Chains & Rings,Mizuho Nishikubo
Bottom Biting Bug 3, Masatsugu Arakawa
Bottom Biting Bug 3, Masayuki Kojima
The Harmonic Gleam Vibration,Keiichi Tanaami
Hachioji-P: HORIZON, Wakamurap
Hachioji-P: Dream Creator,Wakamurap
Haruwo,Tact Aoki
Babel II: Beyond Infinity, Ken Ushikusa
Psycho Diver: Soul Siren, Mamoru Kanbe
Firestorm, Kenji Terada
Dragon Knight, Jun Fukuta
Natsume Mito: Maegami Kiri Sugita,Katsuyuki Iseda
Numa no Taishou,Noburo Ofuji
Neo Yokio, Kazuhiro Furuhashi
Neo Yokio, Junji Nishimura
Obake no Hottokekki, Tokio Heidi
Cleopatra, Eiichi Yamamoto
Cleopatra, Osamu Tezuka
Zo Zo Zombie (2017), Minoru Yamaoka
Stitch!, Masami Hata
Abema TV no Benri na Tsukaikata CM,Soshiki Hakase
Tama: Densha Kamo Shirenai,Akino Kondou
Benkei Tai Ushiwaka,Kenzo Masaoka
Nakanaori,Rapparu
Akai Kutsu! Onnanoko!,Taku Furukawa
Hand Soap,Kei Oyama
Starry☆Sky, Yoshihiro Takamoto
Mofu Mofu,Chii
Ookami-san wa Taberaretai, Kazuhiro Toda
Nakoruru, Katsuma Kanazawa
Agent Aika: Special Trial, Katsuhiko Nishijima
Sengoku Paradise: Kiwami, Katsuya Kikuchi
Devidol!, Souta Sugahara
My My Mai, Osamu Sekita
School Days: Magical Heart Kokoro-chan, Keitarou Motonaga
Variable Geo, Tooru Yoshida
Otaku no Seiza, Akira Nishimori
The Mystical Laws, Isamu Imakake
Megami Paradise, Katsuhiko Nishijima
Peter Grill and the Philosopher's Time, Tatsumi
The Sprites of Floria, Tetsuaki Watanabe
Soutai Sekai, Yuuhei Sakuragi
Himegoto, Yuuji Yanase
Makyuu Senjou, Masahisa Ishida
Shugo Tokumaru: Poker,Mirai Mizue
ClariS: Wake Up, Junya Morita
Kusabiru, Uruma Delvi
Fate/Zero Cafe, Hikaru Kondo
A Gaze in Summer 1.9.4.2,Keiichi Tanaami
Hyper Speed GranDoll, Yorifusa Yamaguchi
Akiko Yano & YUKI: Banana ga Suki,Sou Ootsuki
Diabolik Lovers Recap, Shinobu Tagashira
"Omiai Aite wa Oshiego, Tsuyoki na, Mondaiji.", Saburou Miura
Shironeko Project: Zero Chronicle, Masato Jinbou
Kid's Castle, Koji Yamamura
Zunda Horizon, Hiroshi Takeuchi
Mahou Shoujo Nante Mouiidesukara., Kazuhiro Yoneda
ClariS: Naisho no Hanashi, Kazuaki Nakamura
Shina Dark, Toshimasa Suzuki
Shina Dark, Shin Oonuma
Super Milk-chan, Yoshitaka Arata
Insufficient Direction, Azuma Tani
Chrono Trigger, Itsurou Kawasaki
The Bluetones: 4-Day Weekend,Kouji Morimoto
Ballmastrz: 9009 ID,Sawako Kabuki
Choro Q Dougram, Masanori Miura
Rockeppe,Uruma Delvi
Head Spoon,Taku Furukawa
End of the World, Osamu Kobayashi
Big Wars, Kazunari Kume
Usagi-chan de Cue!!, Tooru Yoshida
Rhythm,Shigeji Ogino
Grimms Notes the Animation, Shizutaka Sugahara
Deniroo's Circus,Tatsushi Momen
2002-nen Baachan Ondo,Tadahiko Horiguchi
Cosmos Pink Shock, Yasuo Hasegawa
Cosmos Pink Shock, Keisuke Matsumoto
Kurayukaba Pilot,Shigeyoshi Tsukahara
Nurse Witch Komugi R, Keiichirou Kawaguchi
Zarizari mo you no Ruru Tenten,Rabbit Machine
THE POTONE!: Nou Nen,Sawako Kabuki
Landlock, Yasuhiro Matsumura
Amakage,Rabbit Machine
Kachou no Koi, Pippuya
Why,Keiichi Tanaami
Shirokuro Obake no Ekaki Uta,Uruma Delvi
Moekan, Kazukoto Ohno
Oh Dear, Megumi Ishitani
Kawawawawawada,Ryou Inoue
Very Private Lesson, Hideaki Ooba
Yomiuri Shimbun,Goro Miyazaki
Chaos Dragon, Masato Matsune
Hustle!! Tokitama-kun,Kouji Morimoto
Gifuu Doudou!! Kanetsugu to Keiji, Bob Shirohata
Nazca, Hiroko Tokita
"Momotaro, Sacred Sailors", Mitsuyo Seo
Glasslip, Junji Nishimura
Masterlink: Super Speed,Kouji Morimoto
Tonari no Onigiri-kun,Katsuya Kondou
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei, Sakota Iya
Ippatsu Hicchuu!! Devander, Hiroshi Sasagawa
Goulart Knights: Evoked The Beginning Black, Masahiro Sonoda
"Wake Up, Girls Zoo!", Kenshiro Morii
Synchro Noise,Densuke28
Cubix - Robots For Everyone, Katsumi Minoguchi
Fighting Foodons, Tetsuo Yasumi
ICE, Makoto Kobayashi
Powapowa-P: 3-Nen C-Gumi 14-Ban Kubozono Chiyoko no Nyuukaku,Kenshiro Morii
Hendo Garden, Ryou Inoue
Nakano Harada Kekkon Kyousoukyoku,Ryou Inoue
Hayashi-Fusai, Ryou Inoue
6♥Princess, Takashi Murakami
Hoka Hoka Oden no Uta,Takuya Hosogane
Girl from Phantasia, Jun Kamiya
Daimaju Gekito Hagane no Oni, Toshihiro Hirano
Harmagedon TV,Tsuneo Tominaga
Wego Graphics,Densuke28
Garo: Crimson Moon, Atsushi Wakabayashi
Kandagawa Jet Girls, Hiraku Kaneko
Penguin no Mondai, Jun Kamiya
Amazing Nurse Nanako, Hiroshi Negishi
Aguu: Tensai Ningyou, Bob Shirohata
Planzet, Jun Awazu
Fantastic Cell,Mirai Mizue
112 Sabsections of Skyline,Takashi Ohashi
Haitai Nanafa, Hiroshi Kimura
California Crisis: Gun Salvo, Mizuho Nishikubo
Kaitou Tenshi Twin Angel TV, Yoshiaki Iwasaki
Mr. Children: Joutoku,Toshiaki Hanzaki
Shukka Fuufu, Ryou Inoue
Basilisk: The Ouka Ninja Scrolls, Junji Nishimura
Digital Juice, Tatsuyuki Tanaka
Digital Juice, Kouji Morimoto
Digital Juice, Hidekazu Ohara
Digital Juice, Hiroaki Andou
Digital Juice, Kazuyoshi Yaginuma
Digital Juice, Osamu Kobayashi
Future Man,Ryo Hirano
Bara Bara Film,Taku Furukawa
Phantom Thief Reinya, Takahiro Yoshimatsu
Commercial War,Keiichi Tanaami
Bikini Warriors OVA 2, Naoyuki Kuzuya
Lico & Gli, Ken Tachibana
RECORDER,Ryu Kato
Dinosaur King, Katsuyoshi Yatabe
Akuma no Memumemu-chan, Seiya Numata
Itsuka Aeru Kimi ni, Futoshi Matsumoto
The Abashiri Family, Takashi Watanabe
Hana no Hi,Atsushi Wada
Beast Saga, Katsumi Ono
Battle Athletes Victory ReSTART!, Tokihiro Sasaki
That is the Bottleneck, Noboru Iguchi
Marching Giraffes,Uruma Delvi
Kerorinpasu,Rapparu
Blue Remains, Hisaya Takabayashi
Blue Remains, Toshifumi Takizawa
Band of Ninja,Nagisa Oshima
Gokiburi-hime,Junichi Yamamoto
Happy-Go-Lucky Days, Takuya Satou
Ai Kawashima: Sora wa Koko ni Aru,Kenshiro Morii
Namakura Gatana: Kunoichi-hen,Akitarou Daichi
Jigen Loop, Kouji Morimoto
Karo & Piyobupt: Imagination,Koji Yamamura
AFTERLOST, Shigeyuki Miya
Daimidaler: Prince vs. Penguin Empire, Tetsuya Yanagisawa
Galerians: Rion, Masahiko Maesawa
Sumire Uesaka: Kakumei-teki Broadway Shugisha Doumei,Naoki Yoshibe
Negadon: The Monster from Mars, Jun Awazu
Kyoufu Densetsu Kaiki! Frankenstein, Yugo Serikawa
Birth, Shinya Sadamitsu
A Feather Stare at the Dark,Naoyuki Tsuji
Grand Blues!, Kenshirou Morii
Chinkoroheibei Tamatebako, Noburo Ofuji
Wonder Egg Priority Special Edition, Shin Wakabayashi
Super Mario Brothers: Peach-hime Kyuushutsu Dai Sakusen, Masami Hata
A Long Day of Timbre,Mirai Mizue
Bounty Dog, Hiroshi Negishi
Shinano Mainichi Shinbun, Makoto Shinkai
Active Raid, Noriaki Akitaya
Don't Call Us a Junk Game!, Yuzo Yamamoto
Ulysses: Jeanne d'Arc and the Alchemist Knight, Shin Itagaki
Idol Incidents, Daisuke Yoshida
Ugokie Kori no Tatehiki,Ikuo Oishi
Gekidol, Shigeru Ueda
Maruman Loose Leaf,Takahiro Yasuda
Crimson Wolf, Shoichi Masuo
Marvel Disk Wars: The Avengers, Toshiaki Komura
Kare Baka: Wagahai no Kare wa Baka de R, Akiko Seki
Nekketsu Uchuujin, Junichi Yamamoto
?/Rhythmic Triangles/Fighting Cards,Shigeji Ogino
Norakuro Gochou, Yasuji Murata
Big Order OVA, Nobuharu Kamanaka
Pharrell Williams: It Girl, Fantasista Utamaro
10 Tokyo Warriors, Keizou Shimizu
10 Tokyo Warriors, Noboru Ishiguro
10 Tokyo Warriors, Hikaru Takanashi
Sakura Wars the Animation, Manabu Ono
Manga Hanasaka-jijii,Yasuji Murata
Space Station No. 9,Yoshiyuki Momose
Maerchen Maedchen, Shigeru Ueda
Where he can relax,Toshiko Hata
Riki-Oh 2: Child of Destruction, Satoshi Dezaki
Anime-gatari x Ghost in the Shell Collaboration, Kenshiro Morii
PES: Peace Eco Smile, Yuuichirou Hayashi
Love to Lie Angle, Hisayoshi Hirasawa
IMERUAT: Black Ocean,Tomoyuki Sugimoto
Regalia: The Three Sacred Stars, Shin Tosaka
Schoolgirl Strikers: Animation Channel, Hiroshi Nishikiori
Gundam Reconguista in G, Yoshiyuki Tomino
Teenage Mutant Ninja Turtles: Superman Legend, Shunji Ooga
Kekkonshiki no Tori,Ryou Inoue
First Love Monster, Takayuki Inagaki
Endride, Keiji Gotou
1980YEN: Takoyaki Story,Sawako Kabuki
Saru Masamune,Chuzo Aochi
Rio: Rainbow Gate!, Takao Kato
Karo & Piyobupt: A House,Koji Yamamura
Okashina Hotel,Michio Mihara
Goara,Uruma Delvi
Ladybirds' Requiem,Akino Kondou
MIRROR,Ryu Kato
Hentatsu, Tatsuki
Go! Go! 575, Takebumi Anzai
USA Weather Show,Asami Ike
The Super Milk-chan Show, Hideyuki Tanaka
Smash Hit, Takeo Takahashi
Violence Jack 2: Evil Town, Ichirou Itano
The Vesper Mutters,Hiroki Kono
Meganebu!, Soubi Yamamoto
Hatena Illusion, Shin Matsuo
Landscape,Keiichi Tanaami
Landscape, Nobuhiro Aihara
Sumiko Forever,Uruma Delvi
Gundress, Yutaka Tominga
A Portrait of Keiichi Tanaami,Keiichi Tanaami
RS Keikaku: Rebirth Storage, Osamu Kamei
Chameko no Ichinichi,Kiyoji Nishikura
Fight!! Spirit of the Sword, Masanori Nishi
Fight!! Spirit of the Sword, Ryou Yasumura
Bavel no Hon, Koji Yamamura
Namakura Gatana, Junichi Kouchi
Voogie's Angel, Masami Obari
Ushi Atama,Taku Furukawa
Eien no Aseria: Spirit of Eternity Sword, Naoto Hashimoto
Dragon Fist, Shigeyasu Yamauchi
Akiba Ichi: Hitobito ga Igoi. Kouryou Suru. Kokochi Ii. Kodawari no Shokukuukan.,Sawako Kabuki
Apartment!,Jun Aoki
Chagama Ondo,Kenzo Masaoka
A Woman in a Fashion Building,Masaki Okuda
Lemon Home Animation Theater, Takena Nagao
Ninja Resurrection, Yasunori Urata
Rescue Me!, Keiichirou Kawaguchi
Aoki Seimei Hoken,Jun Aoki
Tanken Driland, Toshinori Fukuzawa
Murder,Makoto Wada
Evil or Live, Yi Dong
Kinniku Banzuke: Kongou-kun no Bouken,Noriyuki Abe
Kodansha Morning CM,Jun Aoki
Hacka Doll, Ikuo Geso
Time Bokan 24, Takayuki Inagaki
Amon Saga, Shunji Ooga
Joseito,Shutaro Oku
Toei Robot Girls, Hiroshi Ikehata
Sweet Valerian, Hiroaki Sakurai
Bug,Densuke28
Angel's Feather, Yasuhiro Kuroda
Bottom Biting Bug 2, Kaori
Bottom Biting Bug 2, Masayuki Kojima
Minion[Apocalypsis],Rabbit Machine
Ants in the sky,Kazuya Karasawa
Lost Utopia, Mirai Mizue
Lightning Trap: Leina & Laika, Yasushi Murayama
Idolls!, Shouta Nakano
Netsuzou Trap, Hisayoshi Hirasawa
Computer Obaa-chan,Tadahiko Horiguchi
Kogane no Hana,Noburo Ofuji
Issunboushi: Chibisuke Monogatari,Mitsuyo Seo
Nana to Kaoru, Hideki Okamoto
Shogi Hour, Jun Aoki
Joshi Kausei, Tokihiro Sasaki
Kaeru San Yuushi,Noburo Ofuji
Ultimate Teacher, Toyoo Ashida
Chou Shounen Tanteidan NEO, Kazuhito Omiya
Mikanbune,Noburo Ofuji
Time Stranger Kyoko, Masatsugu Arakawa
Ultimate Girls, Yuuji Mutou
Sanko to Tako: Hyakuman-ryo Chinsodo,Yasuji Murata
Rusted Armors, Shinmei Kawahara
Girl Friend BETA, Naotaka Hayashi
SOS TV Walpurgis Night Fever Episode 0, Kazuya Ichikawa
Usagi to Kame, Sanae Yamamoto
Tokyo,Onohana
Television,Jun Aoki
Psychedelic Afternoon, Uruma Delvi
Minna Atsumare! Falcom Gakuen, Pippuya
Ani Tore!! XX, Atsushi Nigorikawa
Duel Masters, Waruro Suzuki
Judge, Hiroshi Negishi
Gyo, Takayuki Hirao
Hermes: Winds of Love, Tetsuo Imazawa
Marriage, Kazuhiro Ozawa
"DALLJUB STEP CLUB: ""2""",Densuke28
A Gum Boy,Masaki Okuda
Dia Horizon (Kabu), Haruki Kasugamori
Ai Mai! Moe Can Change!, Takeo Takahashi
Chiruran: Nibun no Ichi, Fumie Muroi
Dir En Grey: Rinkaku,Keita Kurosaka
Arcade Gamer Fubuki, Yuuji Mutou
High Score, Hajime Kurihara
W'z, Hiromitsu Kanazawa
W'z, Shingo Suzuki
Hietsuki Bushi,Ryo Hirano
The Undertaker and the Dog,Shin Hashimoto
Stamp Fantasia,Yoji Kuri
Portable Kuukou,Yoshiyuki Momose
Strange+, Takashi Nishikawa
Two Car, Masafumi Tamura
Policeman: Galo Sengan,Ac-Bu
Bikini Warriors OVA, Naoyuki Kuzuya
Higan,Yasushi Muraki
Samurai Shodown: The Motion Picture, Hiroshi Ishiodori
Yadokari,Ryou Inoue
Soul Buster, Toshinori Watanabe
Gaist Crusher, Yoshihiro Takamoto
Demon Hunter Makaryuudo, Yukio Okamoto
Norakuro Nitouhei: Enshuu no Maki, Yasuji Murata
Boku wa Kuma, Tsuneo Goda
Toru Matsumoto: And And,Mirai Mizue
Onikiri Shoujo,Rabbit Machine
Ai Sky Tree 21,Rapparu
Kachi Kachi Yama, Tadanori Yokoo
Wanna-Be's, Yasuo Hasegawa
Black Lion, Takashi Watanabe
Buggy Map,Densuke28
Ai Mai Mii: Mousou Catastrophe Special, Itsuki Imazaki
"Sono Toki, Kanojo wa.", Susumu Banba
Comics,Taku Furukawa
Kekko Kamen, Nobuhiro Kondou
Harmagedon, Rintarou
Count Down,Masaki Okuda
Count Down, Ryo Okawara
Anthology With Cranes,Koji Yamamura
Reign: The Conqueror, Yoshinori Kanemori
Demon Fighter Kocho, Tooru Yoshida
BACK DROP BOMB: Sigh,Naohiro Ukawa
Digital Devil Story Megami Tensei, Mizuho Nishikubo
Fue,Atsushi Wada
Aya Hito Shiki to Iu na no Ishi Hata,Taro Shinkai
Cutie Honey Universe, Akitoshi Yokoyama
Chirico,Keiichi Tanaami
Chirico, Nobuhiro Aihara
Odin: Starlight Mutiny, Takeshi Shirato
Odin: Starlight Mutiny, Eiichi Yamamoto
Shoujouji no Tanuki-bayashi Ban Danemon,Yoshitaro Kataoka
Graduation M, Hajime Kamegaki
Momotaro's Sea Eagle,Mitsuyo Seo
Sin in the Rain, Hitoshi Haga
King's Game, Tokihiro Sasaki
Self Portrait (Kihachiro Kawamoto), Kihachiro Kawamoto
Direct Animation,Taku Furukawa
Yen Town Band: Ainone,Shunji Iwai
Nobunaga teacher's young bride, Tokihiro Sasaki
Shounen Hollywood: Holly Stage for 49, Toshimasa Kuroyanagi
Hagane Orchestra, Masahiko Oota
Anthology No. 1,Tadanori Yokoo
Calligraffiti,Taku Furukawa
Consultation Room,Kei Oyama
Two Tea Two,Hiroco Ichinose
Picotopia,Mirai Mizue
Oreca Battle, Tetsurou Amino
Aquarion Logos, Hidekazu Satou
Battle Girl High School, Noriaki Akitaya
Battle Girl High School, Kazuo Miyake
Alice, Yuuzou Aoki
Cybernetics Guardian, Kouichi Oohata
Animal Dance,Ryo Okawara
Dies irae, Susumu Kudou
Begon Bell Care,Koji Yamamura
Kai Doh Maru, Kanji Wakabayashi
Pan de Peace!, Hatsuki Tsuji
Military!, Hiroshi Kimura
Fist of the Blue Sky: Regenesis, Yoshio Kazumi
SD Gundam Force, Yuuichi Abe
"le petit terezes: Ici, là et partout",Sawako Kabuki
Sin: The Movie, Yasunori Urata
Hero Bank, Yasutaka Yamamoto
Ozmafia!!, Hisayoshi Hirasawa
come back to my mind,Naoaki Shibuta
Kairaku no Sono,Masaki Okuda
Ali Baba to 40-hiki no Touzoku, Hiroshi Shidara
Straight Title Robot Anime, Kotaro Ishidate
Natural History,Koji Yamamura
Resident Evil 4D Executor, Kouichi Oohata
Pinocchio: The Series, Shotaro Hara
Blame! Prologue, Shigeyuki Watanabe
Tekken: The Motion Picture, Kunihisa Sugishima
Karo & Piyobupt: The Sandwiches,Koji Yamamura
Sentou Yousei Shoujo Tasukete! Mave-chan, Takeshi Mori
Beluga,Shin Hashimoto
Jinkou no Rakuen,Keiichi Tanaami
Color Noise,Yuutarou Kubo
Haru no Shikumi,Atsushi Wada
Magica Wars, Ayano Ohnoki
Itsumademo Tabibito,Kouji Nanke
Nanako no Orusuban,Tokio Heidi
Nani no Yaku ni Mo Tatanai Karappona Hanashi,Shigeo Shichiji
MD Geist, Hayato Ikeda
Hand Shakers, Hiromitsu Kanazawa
Charady no Joke na Mainichi, Ryuji Masuda
Try Knights, Tokihiro Sasaki
Ishida and Asakura, Pippuya
Wanna be the Strongest in the World, Rion Kujou
180-byou de Kimi no Mimi wo Shiawase ni Dekiru ka?, Yoshinobu Kasai
Sugahara Shinsuke: Master Blaster,Sawako Kabuki
Kodansha Morning Two CM,Jun Aoki
Usatalk,Asami Ike
Kaitou Tenshi Twin Angel: Kyun Kyun Tokimeki Paradise!!, Yoshiaki Iwasaki
1/100 Shibuya Crossing,Tomohiro Okazaki
Tengu Taiji,Noburo Ofuji
Beast Fighter: The Apocalypse, Kenichi Maejima
Space Neko Theater, Jun Aoki
Barom One, Tsuneo Tominaga
Henshin! Odekakeman,Tokio Heidi
Compiler, Takao Kato
Compiler, Kiyoshi Murayama
Compiler, Yasushi Murayama
Choujikuu Romanesque Samy: Missing 99, Seiji Okuda
Mujaki no Rakuen, Takashi Nishikawa
Lord of Vermilion: The Crimson King, Eiji Suganuma
Battle Skipper School, Takashi Watanabe
The Telephones: 2010,Tetsuya Tatamitani
The Humanoid, Shinichi Masaki
The Humanoid, Shigenori Kageyama
Dai Shogun: Great Revolution, Takashi Watanabe
Between the Sky and Sea, Atsushi Nigorikawa
Violence Jack 1: Harlem Bomber, Osamu Kamijou
A Smart Experiment,Atsushi Wada
Jam,Mirai Mizue
Ki ni Masaru Mono,Uruma Delvi
Chinza Dopeness: Mogu Mogu,Fantasista Utamaro
Chinza Dopeness: Mogu Mogu, Shane Lester
Nice to See You,Taku Furukawa
DOGEZA: I Tried Asking While Kowtowing., Shinpei Nagai
Ring of Gundam,Yoshiyuki Tomino
Sparrow's Hotel, Tetsuji Nakamura
48x61, Rintarou
Boku wa Kono Mama Kaeranai, Katsumi Minokuchi
Zawazawa,Tomomi Komazaki
gdgd men's party, Souta Sugahara
Ashiaraiyashiki no Juunin-tachi., Yoshihide Ibata
Shota Sakamoto: what I cry for...,Shota Sakamoto
KochinPa!, Souta Sugahara
Armor Shop for Ladies & Gentlemen, Junichi Yamamoto
Purple Eyes in the Dark, Mizuho Nishikubo
Fashion,Yoji Kuri
Lance N' Masques, Kyouhei Ishiguro
Memory of Red,Nobuhiro Aihara
Chainsaw Maid: Episode Zero, Takena Nagao
Rowdy Sumo Wrestler Matsutaro, Yukio Kaizawa
Hana,Yoji Kuri
First Kiss Story, Kan Fukumoto
Bikini Warriors Special, Naoyuki Kuzuya
4.Eyes,Keiichi Tanaami
Mizutori, Kouji Nanke
Norakuro Nitouhei: Kyouren no Maki, Yasuji Murata
Taro-san no Kisha,Yasuji Murata
Double-J, Azuma Tani
Rinshi!! Ekoda-chan, Hiroshi Nagahama
Rinshi!! Ekoda-chan, Akira Shigino
Rinshi!! Ekoda-chan, Osamu Kobayashi
Rinshi!! Ekoda-chan, Shin Misawa
Rinshi!! Ekoda-chan, Akitarou Daichi
Rinshi!! Ekoda-chan, Gisaburou Sugii
Rinshi!! Ekoda-chan, Masayuki Kojima
Rinshi!! Ekoda-chan, Ryousuke Takahashi
Hanappe Bazooka, Takahiro Ikegami
Anima,Kazuhiro Hocchi
MD Geist II: Death Force, Kouichi Oohata
663114, Isamu Hirabayashi
Five Fire Fish,Koji Yamamura
Battle Arena Toshinden, Masami Obari
1/100 Train Station,Tomohiro Okazaki
Dies irae: The Dawning Days, Susumu Kudou
Mr. Socket,Uruma Delvi
Wheels,Kazuhiro Hocchi
Landmark,Taro Shinkai
Katsugeki Shoujo Tanteidan, Masaharu Okuwaki
Call Me Tonight, Tatsuya Okamoto
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo The TV, Yoshihito Nishouji
Generation of Chaos III, Yoshiteru Satou
Lights of the Clione, Naoya Ishikawa
Peeping Life, Ryouichi Mori
Shishido Journey,Ryou Inoue
Kitakaze Kozou no Kantarou, Sadao Tsukioka
Armor Shop for Ladies & Gentlemen Flips the Script, Junichi Yamamoto
Idol Memories, Katsuya Kikuchi
Iya na Kao Sarenagara Opantsu Misete Moraitai, Saya Fukase
Nido to Mezamenu Komori Uta,Hiroshi Harada
I'm Here With You,Tadahiko Horiguchi
Tenbatsu Angel Rabbie, Shinji Ishihira
Urahara, Masatsugu Arakawa
Urahara, Amika Kubo
The Green Wind,Jun Aoki
Chainsaw Maid, Takena Nagao
Spelunker Sensei, Minoru Ashina
Magical Chocolate, Naoya Ishikawa
Embah,Taro Shinkai
Kuro to Kin no Akanai Kagi., Hiromi Yokoyama
B.B. Fish, Mamoru Hamatsu
Naga Hamaraja, Ryou Inoue
Calamity of a Zombie Girl, Hideaki Iwami
Papillon Rose, Yasuhiro Matsumura
Peeping Life TV: Season 1??,Ryouichi Mori
Kuro Nyago, Noburo Ofuji
Cheating Craft, Keitarou Motonaga
Glamorous Heroes, Kazunobu Fuseki
Dodobongo,Uruma Delvi
Bermuda Triangle: Colorful Pastorale, Junji Nishimura
Shiba Inuko-san, Pippuya
Hakyuu Hoshin Engi, Masahiro Aizawa
Dracula no Uta,Sadao Tsukioka
Pinky Street, Keiichirou Kawaguchi
Momo Kyun Sword, Shinsuke Yanagi
Kimera, Kazu Yokota
Armor Shop for Ladies & Gentlemen II, Junichi Yamamoto
Requiem (2012),Sawako Kabuki
Perspektivenbox, Koji Yamamura
Be-Boy Kidnapp'n Idol, Kenichi Yatagai
Afro-ken, Takashi Imanishi
Cosprayers, Takeo Takahashi
Henkei Shoujo, Yuzuru Adachi
Art of Fighting, Hiroshi Fukutomi
Jubilee,Koji Yamamura
